,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_min_child_samples,param_min_child_weight,param_num_leaves,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,3.569711983203888,0.3303231613749132,0.05535215139389038,0.018234023017329622,0.9501241488957805,301,0.1,28,0,100,0.9326466073236168,"{'colsample_bytree': 0.9501241488957805, 'min_child_samples': 301, 'min_child_weight': 0.1, 'num_leaves': 28, 'reg_alpha': 0, 'reg_lambda': 100, 'subsample': 0.9326466073236168}",-0.6672352059030391,-0.6588151429402829,-0.8851083504316715,-0.9376486528935429,-0.7872018380421342,0.1255936558640497,42
1,3.789126217365265,0.3488605653405651,0.05235952138900757,0.006328031354863102,0.9731668400523877,171,1e-05,41,10,100,0.5575732396028996,"{'colsample_bytree': 0.9731668400523877, 'min_child_samples': 171, 'min_child_weight': 1e-05, 'num_leaves': 41, 'reg_alpha': 10, 'reg_lambda': 100, 'subsample': 0.5575732396028996}",-0.6644553849782951,-0.6576427385729952,-0.880545460605941,-0.9443589960375269,-0.7867506450486895,0.12773296547589175,40
2,4.272583484649658,0.3260749683865528,0.07928866147994995,0.016486018655256302,0.7756038066515227,424,10000.0,30,0,100,0.9348658101450167,"{'colsample_bytree': 0.7756038066515227, 'min_child_samples': 424, 'min_child_weight': 10000.0, 'num_leaves': 30, 'reg_alpha': 0, 'reg_lambda': 100, 'subsample': 0.9348658101450167}",-0.6833309346280586,-0.6611960107507463,-0.9181713721121684,-1.0230237160500841,-0.8214305083852644,0.15390354332773404,49
3,3.487182080745697,0.29384566483094,0.05285900831222534,0.01661359666676613,0.8196039247657971,422,1000.0,28,2,5,0.6649855489918759,"{'colsample_bytree': 0.8196039247657971, 'min_child_samples': 422, 'min_child_weight': 1000.0, 'num_leaves': 28, 'reg_alpha': 2, 'reg_lambda': 5, 'subsample': 0.6649855489918759}",-0.6692935545313227,-0.6556623720055131,-0.8854656488275668,-0.9245867884383492,-0.7837520909506879,0.12215542612910334,30
4,3.2373499870300293,0.29324963095254963,0.047373414039611816,0.005663708174921173,0.8063232376017694,491,0.1,24,100,20,0.6564417745729645,"{'colsample_bytree': 0.8063232376017694, 'min_child_samples': 491, 'min_child_weight': 0.1, 'num_leaves': 24, 'reg_alpha': 100, 'reg_lambda': 20, 'subsample': 0.6564417745729645}",-0.6689258355068646,-0.6562676552134945,-0.8857166747561606,-0.9268392160584631,-0.7844373453837457,0.12278657675226558,35
5,2.5581647157669067,0.23194340088591409,0.050863683223724365,0.004051335905946365,0.6879091728281055,163,10.0,10,1,0.1,0.6775057521029393,"{'colsample_bytree': 0.6879091728281055, 'min_child_samples': 163, 'min_child_weight': 10.0, 'num_leaves': 10, 'reg_alpha': 1, 'reg_lambda': 0.1, 'subsample': 0.6775057521029393}",-0.669523611879222,-0.6580387588009418,-0.8908190937585612,-0.9101882069798792,-0.782142417854651,0.11862868292288818,21
6,3.6849043369293213,0.285535039856794,0.052858710289001465,0.004050734228705321,0.8754369812451743,372,10.0,44,1,0,0.568664015245299,"{'colsample_bytree': 0.8754369812451743, 'min_child_samples': 372, 'min_child_weight': 10.0, 'num_leaves': 44, 'reg_alpha': 1, 'reg_lambda': 0, 'subsample': 0.568664015245299}",-0.6671959838066199,-0.6508095901119925,-0.8875642827455172,-0.9210251435214467,-0.781648750046394,0.12335132812147588,19
7,2.8316836953163147,0.19180915291534725,0.04936838150024414,0.007868927918190279,0.404828563763895,350,0.001,36,1,5,0.9274016358891894,"{'colsample_bytree': 0.404828563763895, 'min_child_samples': 350, 'min_child_weight': 0.001, 'num_leaves': 36, 'reg_alpha': 1, 'reg_lambda': 5, 'subsample': 0.9274016358891894}",-0.666863307272034,-0.6498126665212232,-0.8998442079526017,-0.8842333657685418,-0.7751883868786001,0.1171358989332918,1
8,2.694799542427063,0.26422123109456713,0.0456278920173645,0.0074757177509245185,0.7271985991098294,212,0.01,13,0.1,5,0.44782056066342807,"{'colsample_bytree': 0.7271985991098294, 'min_child_samples': 212, 'min_child_weight': 0.01, 'num_leaves': 13, 'reg_alpha': 0.1, 'reg_lambda': 5, 'subsample': 0.44782056066342807}",-0.6689462873747956,-0.6614114950109858,-0.8887674706760045,-0.9229183390232206,-0.7855108980212516,0.12096558903442345,37
9,2.650417923927307,0.2549211774152295,0.04512983560562134,0.007770206147373382,0.55607546409401,103,10.0,22,2,1,0.8939112927620336,"{'colsample_bytree': 0.55607546409401, 'min_child_samples': 103, 'min_child_weight': 10.0, 'num_leaves': 22, 'reg_alpha': 2, 'reg_lambda': 1, 'subsample': 0.8939112927620336}",-0.6707008245844792,-0.6520687126168467,-0.8957230829729974,-0.8976148171083796,-0.7790268593206757,0.11782827882464118,8
10,3.123903512954712,0.40945498291465227,0.0551031231880188,0.006162963477301717,0.4893610123694421,325,0.001,44,7,20,0.3338474163716765,"{'colsample_bytree': 0.4893610123694421, 'min_child_samples': 325, 'min_child_weight': 0.001, 'num_leaves': 44, 'reg_alpha': 7, 'reg_lambda': 20, 'subsample': 0.3338474163716765}",-0.6654844874509197,-0.6470384257945324,-0.8948214621569246,-0.899665313961121,-0.7767524223408744,0.12067948388627846,2
